number_of_open_complaints,number_of_policies,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount
0,2,11790.49617,25251.0,66.0,13.0,43.0,316.8
0,3,4566.123651,0.0,68.0,19.0,53.0,326.4
1,3,5905.971667,59848.0,73.0,5.0,98.0,131.614733
0,2,7492.055949,39815.0,64.0,17.0,68.0,91.391245
0,1,3427.154407,58840.0,86.0,25.0,44.0,73.27252
0,6,5181.620895,97131.0,64.0,5.0,80.0,307.2
0,1,4686.469674,58089.0,118.0,31.0,83.0,566.4
0,1,2710.12066,0.0,71.0,7.0,87.0,340.8
2,1,4313.34397,0.0,126.0,2.0,96.0,656.57161
0,1,4755.36505,21808.0,119.0,0.0,71.0,571.2
0,2,36516.0456,89771.0,114.0,5.0,83.0,432.409662
0,2,7792.067056,36776.0,65.0,21.0,21.0,240.186527
0,1,2549.998419,31213.0,65.0,0.0,29.0,312.0
0,3,7521.282545,0.0,115.0,33.0,0.0,987.293841
0,2,11510.36033,0.0,61.0,11.0,39.0,439.2
0,5,7999.251628,0.0,107.0,13.0,17.0,513.6
0,2,7927.182997,32555.0,68.0,32.0,72.0,86.912677
0,2,21123.1166,0.0,69.0,15.0,9.0,496.8
0,1,2453.570794,29735.0,69.0,3.0,92.0,331.2
0,1,2981.549197,80590.0,74.0,26.0,3.0,97.928632
0,1,5110.755667,22565.0,132.0,0.0,20.0,633.6
0,1,5351.853544,54817.0,137.0,24.0,28.0,209.504391
0,2,9015.819465,0.0,62.0,26.0,34.0,42.642554
1,3,5903.612641,55393.0,74.0,15.0,6.0,2.173552
0,2,8852.734284,0.0,83.0,12.0,97.0,597.6
0,2,13333.38849,75634.0,110.0,13.0,52.0,432.805382
0,4,8658.863813,62464.0,109.0,23.0,45.0,400.181882
0,5,4871.15057,72648.0,61.0,0.0,78.0,120.850664
0,3,5279.198664,77167.0,66.0,15.0,99.0,137.086695
0,7,6689.022728,56980.0,84.0,33.0,70.0,599.000883
0,3,5244.550942,27444.0,66.0,21.0,88.0,313.931213
0,3,6688.857444,57289.0,86.0,21.0,88.0,562.224942
0,9,8408.308374,84091.0,105.0,18.0,48.0,380.560266
2,1,2052.948967,0.0,67.0,33.0,21.0,806.180375
0,5,10592.58753,59590.0,136.0,15.0,67.0,460.266881
0,1,2913.493264,89672.0,72.0,7.0,92.0,309.568636
0,3,5243.446345,96535.0,66.0,11.0,85.0,271.074379
0,2,14191.59699,25575.0,117.0,10.0,41.0,561.6
0,2,9426.384787,38910.0,78.0,3.0,78.0,20.209679
0,1,4521.190551,39426.0,114.0,33.0,12.0,412.884282
2,1,3579.023825,28304.0,91.0,10.0,30.0,655.2
0,9,6285.15476,52210.0,80.0,6.0,74.0,384.0
0,3,7844.252972,0.0,102.0,20.0,46.0,273.945412
0,3,8283.843281,94851.0,104.0,6.0,33.0,190.998822
0,1,2436.397813,0.0,67.0,16.0,92.0,399.0564
0,1,2538.62632,18608.0,71.0,13.0,24.0,340.8
0,6,7304.395148,41025.0,92.0,22.0,92.0,20.374393
0,2,32474.76977,71449.0,102.0,17.0,7.0,734.4
1,6,6674.455913,92653.0,83.0,15.0,80.0,456.519419
0,2,33473.34946,33190.0,106.0,18.0,95.0,508.8
0,8,6459.640942,24290.0,82.0,15.0,84.0,393.6
0,9,4605.036646,22571.0,63.0,29.0,51.0,302.4
0,5,5686.743252,26409.0,71.0,30.0,70.0,475.166267
0,7,6608.165971,21616.0,93.0,4.0,41.0,944.854655
0,3,7158.530736,36463.0,92.0,8.0,25.0,441.6
3,5,5052.381573,34645.0,69.0,1.0,2.0,220.446667
0,1,5201.357604,67001.0,131.0,7.0,36.0,463.425687
0,3,8632.783576,96200.0,107.0,9.0,45.0,513.6
0,3,7350.930502,69241.0,93.0,2.0,63.0,111.250449
0,2,7690.159642,55843.0,64.0,3.0,80.0,307.2
1,2,8259.1108,20305.0,76.0,14.0,63.0,496.477418
0,1,2317.282049,0.0,68.0,10.0,81.0,489.6
0,3,8929.611119,44329.0,112.0,25.0,58.0,537.6
0,3,4854.362069,44279.0,61.0,32.0,7.0,292.8
3,1,2659.70565,0.0,87.0,4.0,4.0,420.041981
0,5,8750.222052,34695.0,113.0,1.0,60.0,100.323765
0,6,5054.780543,79297.0,64.0,34.0,64.0,72.760316
0,1,2199.516645,0.0,62.0,29.0,72.0,297.6
0,4,5715.312991,84183.0,72.0,29.0,86.0,255.565349
0,2,9566.839884,53375.0,79.0,20.0,92.0,127.322656
0,4,10094.13003,32046.0,127.0,28.0,23.0,475.599472
0,6,5444.793941,91393.0,67.0,19.0,54.0,460.551521
0,1,2582.408525,76731.0,64.0,2.0,68.0,201.455005
0,1,3484.247842,51337.0,88.0,3.0,70.0,72.543171
0,6,5555.830205,74015.0,72.0,12.0,61.0,471.443077
0,1,4173.140695,0.0,117.0,10.0,37.0,842.4
0,1,2897.494724,0.0,77.0,19.0,17.0,554.4
0,2,8044.511759,68849.0,67.0,9.0,67.0,252.699037
0,3,7716.997859,37376.0,99.0,34.0,52.0,65.548725
0,1,2274.669484,0.0,64.0,12.0,25.0,621.968062
0,4,8658.863813,62464.0,109.0,23.0,45.0,400.181882
0,2,11260.90364,88304.0,95.0,2.0,17.0,276.467811
0,2,16414.04415,0.0,112.0,11.0,9.0,682.422936
0,2,20018.20459,65900.0,62.0,17.0,41.0,297.6
0,6,4698.759935,0.0,67.0,27.0,71.0,321.6
0,3,9002.117386,61374.0,113.0,5.0,27.0,210.100003
1,2,25030.89457,0.0,110.0,1.0,53.0,528.0
0,1,3102.998522,31841.0,78.0,24.0,11.0,126.857228
0,1,2587.107864,27861.0,65.0,22.0,67.0,312.0
3,5,4983.61893,0.0,83.0,22.0,0.0,736.00483
1,4,6265.343299,0.0,84.0,18.0,25.0,481.025786
0,7,7233.540011,94550.0,90.0,0.0,93.0,432.0
0,8,5357.260833,39604.0,68.0,2.0,21.0,63.127223
0,2,11130.11974,42928.0,93.0,20.0,65.0,651.623195
0,1,2610.369217,54737.0,66.0,3.0,86.0,391.970334
0,2,7452.543017,0.0,68.0,14.0,46.0,489.6
0,6,6352.961129,80587.0,78.0,7.0,5.0,276.191729
0,2,17292.93538,80028.0,86.0,34.0,37.0,114.02307
2,3,4254.620669,11904.0,61.0,34.0,11.0,292.8
0,3,9621.72619,54872.0,121.0,9.0,50.0,580.8
0,2,14260.91441,0.0,99.0,2.0,30.0,204.121476
0,2,7756.307652,0.0,74.0,24.0,63.0,532.8
0,7,5875.212734,46417.0,74.0,16.0,14.0,164.746184
3,4,4946.960039,46239.0,67.0,17.0,1.0,6.395416
0,1,2660.009874,0.0,73.0,18.0,61.0,350.4
0,1,2372.289378,25550.0,61.0,28.0,13.0,439.2
0,7,7803.503824,84417.0,98.0,5.0,32.0,139.714897
0,2,10346.11154,55906.0,86.0,26.0,3.0,58.469264
0,8,4960.548942,21638.0,65.0,9.0,81.0,468.0
2,2,7099.574987,16121.0,65.0,5.0,85.0,312.0
0,2,24442.29656,36261.0,68.0,3.0,71.0,16.800832
0,2,13466.92071,11432.0,119.0,11.0,9.0,571.2
1,1,2598.061204,62566.0,65.0,4.0,3.0,48.344273
0,1,2886.451602,10312.0,78.0,10.0,63.0,486.278557
1,1,2566.398498,67778.0,64.0,17.0,17.0,171.287759
0,7,6252.3631,92895.0,77.0,5.0,2.0,43.14147
0,4,5174.689686,55290.0,65.0,26.0,33.0,13.874775
0,3,9263.179837,23377.0,116.0,15.0,19.0,556.8
4,6,4834.710493,38713.0,66.0,31.0,69.0,316.8
1,1,2361.742243,0.0,66.0,17.0,92.0,145.896438
0,1,2674.730716,56342.0,69.0,12.0,89.0,331.2
0,2,16159.54237,29593.0,137.0,15.0,52.0,657.6
0,2,26197.41498,18495.0,113.0,10.0,15.0,542.4
1,1,2664.242814,82887.0,66.0,22.0,4.0,420.374805
0,2,15162.06565,71366.0,94.0,23.0,56.0,265.216633
0,2,22332.43946,49078.0,97.0,10.0,3.0,484.013411
0,8,4995.1712,10787.0,71.0,33.0,25.0,697.798804
0,2,16109.75353,0.0,73.0,12.0,42.0,350.4
0,4,4957.404306,10194.0,65.0,34.0,35.0,312.0
1,1,2866.779811,81763.0,72.0,22.0,12.0,518.4
0,2,8719.896238,59763.0,73.0,4.0,31.0,350.4
0,2,22448.68617,0.0,78.0,7.0,63.0,561.6
0,3,6864.647514,96832.0,85.0,19.0,23.0,408.0
0,1,4980.18765,21135.0,130.0,14.0,59.0,678.946216
1,1,2312.328541,16143.0,62.0,3.0,73.0,32.114117
0,6,5555.830205,74015.0,72.0,12.0,61.0,471.443077
0,2,26763.82631,84178.0,74.0,34.0,80.0,12.588784
0,1,2471.441785,0.0,70.0,32.0,14.0,504.0
0,2,17759.38575,0.0,63.0,10.0,19.0,661.7151
0,4,5801.828142,0.0,83.0,17.0,28.0,597.6
0,1,5209.945549,37940.0,129.0,11.0,36.0,512.542299
0,1,2814.438036,30703.0,70.0,15.0,58.0,336.0
0,9,5417.744055,54898.0,69.0,25.0,32.0,176.242159
0,2,16775.80883,89030.0,139.0,31.0,62.0,49.566591
1,3,7980.304624,15630.0,115.0,8.0,60.0,656.775467
1,3,5107.163002,35625.0,65.0,10.0,56.0,288.572108
0,1,2690.781969,48329.0,67.0,9.0,70.0,470.386291
2,3,4254.620669,11904.0,61.0,34.0,11.0,292.8
0,1,4643.413135,12261.0,125.0,26.0,80.0,600.0
0,9,6217.258012,0.0,86.0,15.0,94.0,39.730199
3,2,11373.98852,87810.0,94.0,15.0,26.0,225.641724
0,5,10861.71019,64744.0,139.0,5.0,34.0,41.308429
0,8,8569.36439,0.0,117.0,13.0,11.0,957.134978
0,2,16069.95283,60735.0,135.0,11.0,59.0,571.695889
0,1,2410.355726,0.0,67.0,5.0,53.0,482.4
0,2,14057.42125,36261.0,118.0,14.0,78.0,1197.713861
0,1,4872.577302,0.0,135.0,32.0,33.0,648.0
0,9,9031.214859,0.0,122.0,15.0,47.0,650.52179
2,1,2993.117683,23277.0,77.0,14.0,68.0,369.6
0,5,5846.520588,50320.0,73.0,24.0,6.0,297.738909
0,1,2589.43003,49675.0,65.0,10.0,54.0,312.0
0,2,6558.880167,19508.0,61.0,22.0,59.0,292.8
0,9,8105.996039,20815.0,110.0,7.0,35.0,528.0
0,2,7232.609391,46621.0,61.0,20.0,31.0,30.448249
0,3,5093.379714,91814.0,63.0,30.0,99.0,167.037619
1,4,6047.02516,20396.0,76.0,15.0,60.0,364.8
0,1,3438.949322,55910.0,86.0,4.0,3.0,324.348688
0,4,5418.463878,43054.0,68.0,5.0,41.0,326.4
0,2,7824.492263,64543.0,65.0,1.0,84.0,200.177163
0,2,7930.602564,75988.0,67.0,0.0,40.0,200.54531
0,2,9321.284825,0.0,64.0,26.0,99.0,572.522796
0,1,2775.080095,29051.0,73.0,31.0,79.0,153.200014
0,5,5792.666316,87382.0,72.0,26.0,65.0,345.6
1,1,3596.83011,30694.0,91.0,22.0,23.0,436.8
0,2,14713.52329,0.0,85.0,4.0,18.0,877.034575
0,2,44520.13577,49259.0,144.0,35.0,36.0,820.431905
1,1,3071.784639,47528.0,77.0,10.0,73.0,277.582137
0,3,8471.292552,70624.0,106.0,6.0,52.0,49.234943
0,2,7205.019561,0.0,64.0,27.0,62.0,505.975326
0,2,11154.67599,31409.0,93.0,10.0,50.0,381.960657
0,3,10168.27175,35504.0,128.0,4.0,86.0,404.303518
0,3,5688.20499,44833.0,72.0,24.0,59.0,345.6
0,6,5272.932008,24423.0,67.0,5.0,62.0,321.6
0,2,13799.05459,0.0,127.0,20.0,31.0,609.6
3,8,4167.994667,0.0,69.0,22.0,98.0,433.959806
0,7,4242.69282,0.0,61.0,5.0,51.0,439.2
0,9,5736.45893,96917.0,71.0,31.0,16.0,373.047039
0,1,2679.686625,84450.0,68.0,18.0,12.0,291.257059
0,2,11828.61437,0.0,111.0,4.0,8.0,1018.808223
0,2,11905.06754,0.0,115.0,19.0,39.0,840.179082
0,1,4212.8026,10097.0,110.0,17.0,69.0,218.635593
0,1,5553.18672,33255.0,138.0,0.0,20.0,662.4
0,2,26538.57925,94132.0,73.0,31.0,68.0,350.4
3,3,6511.467626,42602.0,85.0,7.0,75.0,63.161647
0,3,4730.355248,17250.0,62.0,16.0,90.0,175.528642
0,1,2908.020838,74212.0,73.0,16.0,26.0,188.878749
0,3,4821.156466,85756.0,61.0,18.0,74.0,117.036869
1,1,2248.449633,24910.0,63.0,7.0,63.0,347.857619
0,5,5232.454958,41596.0,66.0,12.0,12.0,316.8
0,1,2557.585549,72202.0,63.0,12.0,13.0,453.6
0,8,5871.175279,33967.0,76.0,0.0,60.0,364.8
3,1,3681.978995,77951.0,93.0,28.0,46.0,19.668633
0,3,5918.066128,77521.0,73.0,6.0,66.0,350.4
0,2,16152.90489,0.0,109.0,12.0,66.0,852.460341
0,5,4984.618655,86305.0,62.0,1.0,99.0,80.73124
2,3,6637.228238,0.0,92.0,4.0,83.0,662.4
0,3,5979.724161,57693.0,76.0,16.0,56.0,547.2
3,7,7736.457821,0.0,112.0,6.0,37.0,78.975117
0,4,5644.474853,33137.0,74.0,16.0,8.0,472.500375
0,2,6944.739992,0.0,68.0,24.0,31.0,489.6
0,2,13979.09014,33617.0,117.0,6.0,12.0,761.722334
0,1,2395.968567,38460.0,61.0,11.0,98.0,191.365686
0,1,2387.858281,0.0,67.0,23.0,88.0,482.4
0,1,4883.335068,40171.0,123.0,13.0,23.0,576.880144
0,2,20496.69426,0.0,64.0,10.0,72.0,307.2
0,1,2491.317024,36631.0,62.0,30.0,77.0,67.530904
0,2,12625.27947,79421.0,104.0,2.0,85.0,115.126739
0,8,5261.419836,38466.0,68.0,18.0,5.0,204.685796
0,8,4895.811925,54495.0,61.0,7.0,3.0,182.350945
0,1,4034.926461,0.0,112.0,8.0,28.0,806.4
0,2,17497.52201,0.0,73.0,9.0,94.0,350.4
0,2,10569.62547,45776.0,89.0,2.0,17.0,95.95081
0,3,7842.865664,94263.0,98.0,33.0,78.0,112.420211
0,4,7942.448548,12181.0,108.0,10.0,19.0,591.511506
0,2,17002.02246,97268.0,85.0,23.0,88.0,35.278648
0,1,2602.212965,28995.0,67.0,28.0,42.0,321.6
4,1,4112.841668,25030.0,113.0,16.0,97.0,542.4
0,3,5213.068893,12613.0,70.0,6.0,81.0,336.0
0,1,2292.791874,0.0,64.0,18.0,30.0,460.8
0,1,3933.813993,25927.0,103.0,6.0,20.0,674.973614
0,6,9234.277026,0.0,134.0,29.0,43.0,643.2
0,3,4650.063763,28215.0,65.0,15.0,26.0,468.0
0,1,3954.344534,18375.0,103.0,8.0,50.0,535.080276
0,7,6953.952351,43221.0,87.0,33.0,51.0,398.735257
0,1,2876.775085,0.0,84.0,4.0,29.0,849.011958
1,4,6265.343299,0.0,84.0,18.0,25.0,481.025786
0,1,3145.456489,52082.0,79.0,2.0,47.0,379.2
0,1,2688.878609,50719.0,68.0,10.0,28.0,394.248334
0,1,4749.127521,0.0,123.0,33.0,35.0,590.4
0,5,8364.502793,0.0,110.0,7.0,40.0,528.0
0,1,3450.328786,39248.0,87.0,27.0,22.0,386.765125
0,1,2935.838245,0.0,82.0,11.0,35.0,590.4
1,1,2772.502139,68463.0,70.0,19.0,67.0,336.0
0,1,3963.40327,38096.0,99.0,3.0,28.0,475.2
0,6,8062.546117,42124.0,101.0,3.0,78.0,484.8
1,3,7805.31287,21073.0,106.0,25.0,54.0,508.8
0,3,4855.773614,24149.0,61.0,15.0,10.0,292.8
0,1,2886.451602,10312.0,78.0,10.0,63.0,486.278557
0,1,2724.430809,0.0,77.0,15.0,31.0,404.82483
0,2,9976.24549,74115.0,63.0,24.0,24.0,275.349481
0,1,3755.260251,34624.0,95.0,28.0,66.0,270.370335
2,9,9642.214529,36108.0,128.0,5.0,35.0,614.4
0,1,4573.998134,0.0,127.0,22.0,53.0,914.4
0,1,4017.055485,0.0,118.0,23.0,54.0,959.849922
0,2,12052.88693,43184.0,102.0,6.0,81.0,376.836888
0,1,2525.419695,0.0,67.0,9.0,37.0,146.301396
0,4,8207.777598,35349.0,102.0,7.0,2.0,489.6
0,1,4569.8758,0.0,124.0,32.0,75.0,250.723005
0,2,16979.79757,35095.0,73.0,25.0,56.0,525.6
0,2,18061.91837,13164.0,70.0,0.0,45.0,75.393383
0,1,5191.047011,0.0,141.0,7.0,32.0,676.8
3,3,6271.315156,94880.0,79.0,18.0,73.0,347.595108
0,1,4619.449922,95301.0,114.0,34.0,43.0,547.2
0,8,8571.480718,56202.0,107.0,19.0,33.0,513.511091
0,1,3245.479985,35592.0,82.0,34.0,38.0,496.805418
0,2,12489.21197,0.0,113.0,4.0,13.0,542.4
0,1,3799.746262,0.0,102.0,1.0,99.0,489.6
0,2,10004.74874,0.0,89.0,6.0,55.0,640.8
0,4,5577.669457,11097.0,73.0,26.0,50.0,350.4
0,2,31864.8589,23576.0,89.0,8.0,72.0,383.508096
0,1,3708.811428,23393.0,95.0,26.0,37.0,456.0
0,9,7203.133626,0.0,95.0,3.0,29.0,149.843223
0,1,2649.658715,0.0,73.0,3.0,93.0,350.4
1,4,6991.614179,66346.0,87.0,15.0,7.0,78.179743
0,1,3380.712383,58109.0,86.0,9.0,6.0,412.8
0,2,20096.89337,92766.0,71.0,17.0,15.0,379.029102
0,2,24706.92011,26307.0,73.0,26.0,1.0,313.192439
0,2,7416.466665,0.0,69.0,6.0,52.0,238.057939
0,3,5605.380417,21171.0,72.0,2.0,40.0,345.6
0,2,13749.37083,82753.0,114.0,3.0,42.0,264.666921
0,1,2203.588481,0.0,64.0,8.0,12.0,757.206098
0,1,3369.71211,39754.0,85.0,2.0,35.0,62.282034
0,2,7296.493236,0.0,67.0,29.0,88.0,321.6
1,2,7840.646748,0.0,76.0,17.0,34.0,364.8
0,2,14837.50253,0.0,70.0,18.0,46.0,712.619939
0,2,11981.98481,21514.0,62.0,0.0,59.0,257.248789
0,1,4163.04081,43276.0,104.0,16.0,11.0,499.2
0,4,8054.982035,75531.0,102.0,2.0,13.0,489.6
0,2,22658.53652,23665.0,67.0,19.0,50.0,404.817249
0,1,4048.722426,0.0,118.0,9.0,26.0,566.4
0,3,10288.92495,96337.0,127.0,19.0,12.0,609.6
0,2,16468.22079,0.0,63.0,4.0,52.0,685.12694
0,6,5167.357134,30376.0,66.0,26.0,16.0,316.8
0,3,5757.442258,88997.0,72.0,9.0,71.0,174.041566
1,1,2487.777024,69236.0,63.0,31.0,83.0,110.868874
0,2,14594.45235,27627.0,63.0,10.0,43.0,453.6
3,6,5320.343098,77524.0,68.0,12.0,95.0,64.799325
0,1,2442.200921,75449.0,61.0,3.0,31.0,130.775164
0,1,5142.389806,35666.0,131.0,12.0,76.0,312.110029
0,1,2511.944048,17658.0,65.0,10.0,44.0,312.0
0,1,2629.315549,0.0,71.0,0.0,44.0,340.8
4,1,2449.128459,20567.0,72.0,24.0,76.0,345.6
0,1,4061.997378,30061.0,104.0,4.0,22.0,499.2
0,3,5252.511788,0.0,74.0,32.0,62.0,532.8
0,1,4372.194536,20354.0,116.0,23.0,0.0,556.8
0,9,9657.579498,0.0,131.0,34.0,61.0,628.8
0,1,2472.469209,63860.0,62.0,26.0,81.0,208.598246
0,2,13583.6249,58544.0,114.0,19.0,48.0,769.788818
0,2,27528.31132,54586.0,76.0,1.0,91.0,122.590766
0,1,2952.581331,57248.0,74.0,31.0,17.0,355.2
0,1,4949.389491,0.0,134.0,15.0,3.0,964.8
0,2,8209.924674,66037.0,69.0,2.0,83.0,69.004181
1,1,4170.687348,29462.0,107.0,28.0,23.0,513.6
0,2,20600.23958,64541.0,86.0,16.0,43.0,256.279637
0,1,2858.087414,27382.0,71.0,33.0,35.0,134.104322
0,3,6282.082435,32311.0,79.0,10.0,23.0,207.289724
1,1,2776.842204,23830.0,76.0,24.0,22.0,364.8
0,2,14194.15441,88178.0,70.0,32.0,78.0,336.0
0,2,9726.551005,72236.0,80.0,2.0,29.0,518.064733
0,6,8099.466122,0.0,112.0,19.0,42.0,438.812143
0,3,5020.473987,67890.0,63.0,23.0,26.0,174.08854
4,6,4834.710493,38713.0,66.0,31.0,69.0,316.8
0,2,17625.53763,77803.0,63.0,30.0,18.0,217.554695
0,1,4502.207001,46402.0,113.0,7.0,2.0,476.385575
0,3,10570.7888,92044.0,132.0,7.0,77.0,617.288574
0,2,10614.64457,16040.0,96.0,29.0,93.0,611.476898
4,2,11436.42994,0.0,135.0,12.0,84.0,980.52817
1,3,4458.113369,17622.0,65.0,1.0,36.0,312.0
0,4,5169.49937,12430.0,73.0,22.0,13.0,350.4
0,2,24108.30057,17257.0,70.0,1.0,88.0,551.132139
0,7,5638.046345,70492.0,70.0,29.0,82.0,328.362698
0,5,7680.147853,68229.0,96.0,11.0,41.0,460.8
0,5,8409.067687,33397.0,106.0,31.0,15.0,508.8
0,2,12341.83389,72503.0,106.0,29.0,99.0,295.821353
0,1,2611.128028,90349.0,64.0,31.0,77.0,435.7186
0,7,6081.481291,0.0,87.0,24.0,23.0,626.4
3,1,4416.345862,25480.0,117.0,26.0,49.0,486.545439
0,2,10932.21496,72462.0,68.0,8.0,70.0,272.737308
1,3,5427.174517,27677.0,72.0,10.0,82.0,345.6
0,8,6190.316839,25743.0,79.0,13.0,63.0,596.2476
0,1,4523.752381,74935.0,112.0,15.0,62.0,192.859737
0,1,2482.38724,0.0,71.0,13.0,50.0,511.2
1,4,6903.946532,15921.0,92.0,9.0,12.0,571.549745
0,2,21740.02913,30095.0,136.0,0.0,94.0,652.8
0,2,37939.48817,20587.0,106.0,14.0,21.0,363.77598
0,2,31215.68581,0.0,117.0,9.0,12.0,1227.822079
0,9,8482.456771,29628.0,106.0,29.0,45.0,763.2
0,2,8490.284985,28677.0,78.0,3.0,30.0,131.515739
1,5,8886.610685,87094.0,113.0,20.0,17.0,64.894362
0,4,4670.953723,0.0,64.0,25.0,89.0,181.810486
0,3,10209.9339,43736.0,128.0,0.0,88.0,614.4
0,1,4118.588554,69379.0,103.0,14.0,79.0,494.4
0,2,7409.586372,80415.0,62.0,24.0,15.0,281.372658
0,1,3803.79853,26050.0,97.0,4.0,51.0,465.6
0,2,12157.32992,57449.0,103.0,6.0,28.0,494.4
0,2,28119.28723,68211.0,99.0,9.0,21.0,475.2
0,6,8219.358756,28445.0,103.0,18.0,72.0,427.762841
0,6,4803.24007,37313.0,62.0,34.0,39.0,246.57631
1,2,10865.86075,0.0,110.0,27.0,48.0,1066.913401
0,1,3425.73115,29194.0,89.0,28.0,31.0,424.466821
0,3,8609.158215,79090.0,107.0,2.0,74.0,289.040734
0,9,4605.036646,22571.0,63.0,29.0,51.0,302.4
0,2,18634.72656,0.0,139.0,16.0,33.0,1066.63167
0,1,3465.52691,48744.0,86.0,3.0,59.0,412.8
0,1,2478.180205,0.0,71.0,24.0,32.0,511.2
0,4,5792.439588,29530.0,74.0,31.0,79.0,222.478994
0,9,5548.031892,67798.0,69.0,1.0,78.0,331.2
0,1,3443.301126,16208.0,93.0,22.0,20.0,446.4
0,1,4529.072491,94757.0,112.0,0.0,25.0,5.453269
0,1,5597.12496,37995.0,139.0,16.0,50.0,667.2
0,1,2616.613903,72302.0,66.0,6.0,27.0,316.8
1,8,10506.88413,37934.0,137.0,2.0,58.0,385.440163
0,2,10758.65568,19382.0,94.0,31.0,18.0,676.8
0,9,5498.661301,33191.0,70.0,9.0,80.0,443.53718
0,1,2791.880258,72389.0,70.0,3.0,76.0,206.158416
0,3,5176.157299,91475.0,64.0,28.0,35.0,73.295606
0,3,8166.878898,0.0,111.0,2.0,29.0,799.2
0,1,4267.076892,43682.0,107.0,12.0,73.0,148.003496
0,7,5217.513287,39854.0,66.0,6.0,4.0,261.930545
0,4,7807.216137,52162.0,99.0,1.0,63.0,251.152889
0,1,5058.927182,0.0,134.0,32.0,27.0,643.2
0,2,11533.96706,85339.0,95.0,6.0,43.0,392.7457
0,1,5073.282126,57709.0,125.0,10.0,26.0,600.0
1,5,4636.54647,26802.0,66.0,7.0,43.0,316.8
0,3,5296.838482,0.0,73.0,33.0,44.0,152.080908
0,6,6273.911874,18577.0,86.0,21.0,76.0,412.8
0,3,8002.308333,0.0,107.0,3.0,65.0,513.6
1,1,4723.821588,21546.0,119.0,20.0,66.0,625.395925
0,2,8436.350708,49182.0,70.0,6.0,86.0,165.410515
0,4,7153.208425,32238.0,91.0,15.0,80.0,439.781453
0,2,6990.691643,0.0,68.0,24.0,2.0,326.4
3,3,6375.079233,98118.0,83.0,28.0,68.0,398.4
0,2,27990.35769,22971.0,101.0,24.0,8.0,562.021558
2,3,4971.727892,49161.0,63.0,16.0,41.0,171.746945
0,7,7611.949286,90252.0,95.0,1.0,77.0,122.924197
1,1,2422.194555,25036.0,61.0,11.0,30.0,292.8
0,1,4647.423581,28314.0,121.0,21.0,37.0,580.8
0,3,7765.228166,56337.0,97.0,26.0,25.0,465.6
1,9,6189.443994,99074.0,77.0,4.0,40.0,208.38907
1,1,3520.696547,31708.0,94.0,3.0,43.0,451.2
1,1,2678.457672,0.0,83.0,3.0,85.0,398.4
1,2,6274.564531,0.0,67.0,23.0,39.0,431.32052
0,3,4650.063763,28215.0,65.0,15.0,26.0,468.0
0,2,12010.93726,0.0,119.0,3.0,24.0,856.8
0,4,10193.77423,21119.0,128.0,1.0,79.0,614.4
0,2,15862.17507,0.0,66.0,14.0,16.0,475.2
1,2,17254.03699,0.0,69.0,33.0,49.0,331.2
0,3,5294.230247,0.0,70.0,9.0,19.0,20.521312
0,3,6274.447705,13662.0,85.0,29.0,37.0,408.0
0,3,8007.399376,0.0,112.0,12.0,93.0,537.6
0,2,30966.31981,0.0,109.0,18.0,2.0,691.401424
1,1,2666.976685,79251.0,67.0,10.0,32.0,321.6
0,2,18572.01022,51294.0,116.0,19.0,45.0,113.237624
2,7,6595.101921,0.0,105.0,2.0,38.0,847.717402
0,1,2243.473907,0.0,62.0,34.0,71.0,675.468453
0,9,7423.929008,0.0,107.0,27.0,27.0,513.6
4,1,4627.090729,29124.0,129.0,15.0,41.0,619.2
0,3,4413.255399,0.0,65.0,19.0,33.0,312.0
0,1,3163.283136,97266.0,79.0,29.0,84.0,546.052144
2,8,4908.124429,48207.0,63.0,28.0,85.0,164.974886
0,2,7850.590399,0.0,69.0,5.0,78.0,331.2
0,1,3210.417377,0.0,88.0,3.0,8.0,325.917598
0,7,5387.40977,97316.0,67.0,13.0,18.0,309.076476
0,1,2472.469209,63860.0,62.0,26.0,81.0,208.598246
0,8,5403.586356,72633.0,67.0,28.0,91.0,155.761761
0,3,7627.431532,60479.0,96.0,1.0,44.0,85.155359
0,2,7540.390159,0.0,68.0,24.0,42.0,519.757811
1,1,2617.704041,14151.0,72.0,5.0,41.0,345.6
0,2,7212.143863,75891.0,61.0,1.0,5.0,61.285525
0,5,5677.642084,53078.0,73.0,1.0,10.0,764.221884
0,2,22952.06778,20031.0,86.0,4.0,83.0,109.69048
0,1,2960.567044,92070.0,74.0,16.0,1.0,368.669336
0,1,2446.681538,44509.0,61.0,8.0,68.0,226.731454
0,2,7659.71722,0.0,73.0,22.0,93.0,525.6
0,1,4533.733641,91967.0,113.0,4.0,74.0,156.736745
0,1,2355.281389,0.0,63.0,20.0,5.0,302.4
0,2,14316.84569,97379.0,119.0,10.0,62.0,354.764801
1,8,8129.511,0.0,119.0,3.0,11.0,729.405742
0,2,17817.46464,0.0,68.0,4.0,71.0,256.916302
0,2,25002.01883,21927.0,71.0,32.0,40.0,128.624785
0,2,19955.25713,69096.0,99.0,24.0,32.0,64.669515
2,8,4606.26977,0.0,72.0,8.0,14.0,518.4
1,2,15114.40241,28513.0,100.0,4.0,22.0,480.0
0,6,4782.349875,81687.0,61.0,7.0,77.0,292.8
